datetime,symb,company,finviz_date,sector,industry,market_cap,income,insider_own,shs_outstanding,shs_float,short_float,short_ratio,last,volume,change_pct
2020-01-13,ACRS,Aclaris Therapeuti ,2020-02-27,Healthcare,Biotechnology,47.08M,-132.60M,2.90%,38.28M,37.35M,9.14%,4.67,2.27,1320000,22.04
2020-01-13,SRNE,Sorrento Therapeut ,2020-01-11,Healthcare,Biotechnology,685.34M,-279.00M,,143.98M,110.94M,19.98%,4.30,5.08,7560000,48.97
2020-01-13,TRIL,Trillium Therapeut ,2020-01-03,Healthcare,Biotechnology,35.33M,-,0.20%,28.04M,21.61M,0.77%,0.17,3.19,1350000,10.38
2020-01-13,SNX,Synnex Corporation ,2020-02-27,Technology,Information Technology Services,7.05B,496.10M,0.80%,52.70M,41.36M,2.99%,3.48,141.93,82440,10.16
2020-01-13,MRNA,Moderna Inc. ,2020-02-27,Healthcare,Biotechnology,10.64B,-535.00M,2.90%,364.91M,279.07M,6.72%,3.25,20.95,50100,13.86
2020-01-13,AKTX,Akari Therapeutics ,2020-01-11,Healthcare,Biotechnology,44.84M,-12.70M,,20.76M,10.35M,0.66%,0.22,2.1,56490,21.39
2020-01-13,ACRS,Aclaris Therapeuti ,2020-02-27,Healthcare,Biotechnology,47.08M,-132.60M,2.90%,38.28M,37.35M,9.14%,4.67,2.27,1320000,22.04
2020-01-13,SRNE,Sorrento Therapeut ,2020-01-11,Healthcare,Biotechnology,685.34M,-279.00M,,143.98M,110.94M,19.98%,4.30,5.08,7560000,48.97
2020-01-14,PRMW,Primo Water Corpor ,2020-02-27,Consumer Goods,Beverages - Soft Drinks,584.92M,4.00M,7.10%,39.23M,35.36M,4.25%,1.56,13.98,420250,26.06
2020-01-13,TRIL,Trillium Therapeut ,2020-01-03,Healthcare,Biotechnology,35.33M,-,0.20%,28.04M,21.61M,0.77%,0.17,3.19,1350000,10.38
2020-01-13,AKTX,Akari Therapeutics ,2020-01-11,Healthcare,Biotechnology,44.84M,-12.70M,,20.76M,10.35M,0.66%,0.22,2.1,56490,21.39
2020-01-13,SRNE,Sorrento Therapeut ,2020-01-11,Healthcare,Biotechnology,685.34M,-279.00M,,143.98M,110.94M,19.98%,4.30,5.08,7560000,48.97
2020-01-14,MBOT,Microbot Medical I ,2019-12-27,Healthcare,Medical Instruments & Supplies,48.51M,-7.50M,17.38%,4.37M,3.56M,1.95%,0.10,15.17,403000,15.19
2020-01-14,AMRH,Ameri Holdings Inc. ,2020-01-18,Technology,Information Technology Services,4.07M,-23.30M,20.62%,2.56M,2.00M,3.92%,0.71,2.95,196290,20.05
2020-01-14,PRMW,Primo Water Corpor ,2020-02-27,Consumer Goods,Beverages - Soft Drinks,584.92M,4.00M,7.10%,39.23M,35.36M,4.25%,1.56,13.98,420250,26.06
2020-01-14,MREO,Mereo Biopharma Gr ,2020-01-03,Healthcare,Biotechnology,55.05M,-,1.35%,19.59M,15.28M,0.01%,0.01,2.71,100640,29.05
2020-01-14,ADAP,Adaptimmune Therap ,2020-01-18,Healthcare,Biotechnology,489.74M,-144.00M,0.24%,108.35M,11.26M,25.95%,1.67,2.23,800760,67.67
2020-01-14,VRNA,Verona Pharma plc ,2019-12-27,Healthcare,Biotechnology,85.71M,-,-,13.17M,4.34M,0.01%,0.03,8.12,739440,36.24
2020-01-14,MBOT,Microbot Medical I ,2019-12-27,Healthcare,Medical Instruments & Supplies,48.51M,-7.50M,17.38%,4.37M,3.56M,1.95%,0.10,15.17,403000,15.19
2020-01-14,AMRH,Ameri Holdings Inc. ,2020-01-18,Technology,Information Technology Services,4.07M,-23.30M,20.62%,2.56M,2.00M,3.92%,0.71,2.95,196290,20.05
2020-01-14,XBIT,Xbiotech Inc. ,2020-02-27,Healthcare,Biotechnology,531.60M,-24.00M,28.30%,41.76M,30.23M,15.94%,5.25,24.59,552890,32.06
2020-01-14,MREO,Mereo Biopharma Gr ,2020-01-03,Healthcare,Biotechnology,55.05M,-,1.35%,19.59M,15.28M,0.01%,0.01,2.71,100640,29.05
2020-01-14,TRXC,Transenterix Inc. ,2020-02-27,Healthcare,Medical Instruments & Supplies,32.67M,-146.90M,0.20%,26.78M,24.26M,13.07%,2.42,2.24,3210000,52.38
2020-01-14,VRNA,Verona Pharma plc ,2019-12-27,Healthcare,Biotechnology,85.71M,-,-,13.17M,4.34M,0.01%,0.03,8.12,739440,36.24
2020-01-14,ADAP,Adaptimmune Therap ,2020-01-18,Healthcare,Biotechnology,489.74M,-144.00M,0.24%,108.35M,11.26M,25.95%,1.67,2.23,800760,67.67
2020-01-14,RTIX,Rti Surgical Holdi ,2020-02-27,Healthcare,Medical Appliances & Equipment,316.87M,-11.80M,1.00%,78.24M,64.73M,2.23%,2.85,5.39,413900,95.29
2020-01-14,MREO,Mereo Biopharma Gr ,2020-01-03,Healthcare,Biotechnology,55.05M,-,1.35%,19.59M,15.28M,0.01%,0.01,2.6,100020,15.04
2020-01-14,INPX,Inpixon ,2020-01-11,Technology,Application Software,550.07M,-34.30M,1.47%,135.82M,-,-,4.52,4.3,62450,17.81
2020-01-16,NVCN,Neovasc Inc. ,2020-02-27,Healthcare,Medical Appliances & Equipment,30.39M,-,4.66%,11.13M,7.31M,3.80%,0.42,3.46,1210000,11.97
2020-01-16,MNTA,Momenta Pharmaceut ,2020-02-27,Healthcare,Drugs - Generic,3.57B,-211.60M,0.30%,116.26M,111.78M,3.71%,3.22,28.65,57610,12.97
2020-01-14,ADAP,Adaptimmune Therap ,2020-01-18,Healthcare,Biotechnology,489.74M,-144.00M,0.24%,108.35M,11.26M,25.95%,1.67,5.59,3270000,40.1
2020-01-16,CLVS,Clovis Oncology In ,2020-02-27,Healthcare,Biotechnology,401.60M,-400.20M,0.60%,53.69M,53.07M,48.32%,2.53,10.18,503770,14.38
2020-01-16,RMTI,Rockwell Medical I ,2020-02-27,Healthcare,Drug Manufacturers - Major,213.95M,-36.20M,1.70%,67.28M,55.45M,9.94%,7.77,2.73,75740,17.67
2020-01-16,OGI,Organigram Holding ,2020-02-27,Healthcare,Drugs - Generic,384.44M,-,0.16%,163.59M,163.17M,6.38%,2.72,2.7,196870,25.0
2020-01-16,NVCN,Neovasc Inc. ,2020-02-27,Healthcare,Medical Appliances & Equipment,30.39M,-,4.66%,11.13M,7.31M,3.80%,0.42,3.46,1210000,11.97
2020-01-16,MNTA,Momenta Pharmaceut ,2020-02-27,Healthcare,Drugs - Generic,3.57B,-211.60M,0.30%,116.26M,111.78M,3.71%,3.22,28.65,57610,12.97
2020-01-16,CLVS,Clovis Oncology In ,2020-02-27,Healthcare,Biotechnology,401.60M,-400.20M,0.60%,53.69M,53.07M,48.32%,2.53,10.18,503770,14.38
2020-01-16,RMTI,Rockwell Medical I ,2020-02-27,Healthcare,Drug Manufacturers - Major,213.95M,-36.20M,1.70%,67.28M,55.45M,9.94%,7.77,2.73,75740,17.67
2020-01-16,OGI,Organigram Holding ,2020-02-27,Healthcare,Drugs - Generic,384.44M,-,0.16%,163.59M,163.17M,6.38%,2.72,2.7,196870,25.0
2020-01-16,NIO,Nio Inc. American ,2020-01-18,Consumer Goods,Auto Manufacturers - Major,4.85B,-1736.50M,,1.04B,729.17M,29.64%,3.80,4.25,7170000,13.04
2020-01-16,NIO,Nio Inc. American ,2020-01-18,Consumer Goods,Auto Manufacturers - Major,4.85B,-1736.50M,,1.04B,729.17M,29.64%,3.80,4.25,7170000,13.04
2019-12-24,PGNX,Progenics Pharmace ,2020-02-27,Healthcare,Biotechnology,437.23M,-72.00M,0.10%,86.41M,77.90M,8.35%,7.90,5.76,388700,11.41
2019-12-18,GEVO,Gevo Inc. ,2020-02-27,Basic Materials,Specialty Chemicals,23.80M,-28.90M,10.12%,14.78M,13.03M,1.72%,1.12,2.58,164880,12.17
2019-12-18,CLNE,Clean Energy Fuels ,2020-02-27,Utilities,Gas Utilities,518.59M,-13.80M,0.80%,209.11M,136.99M,1.07%,1.69,2.26,144940,13.0
2019-12-18,IMGN,Immunogen Inc. ,2020-02-27,Healthcare,Biotechnology,833.76M,-104.10M,0.10%,179.69M,172.18M,5.92%,2.71,4.6,1020000,18.25
2019-12-18,TGE,Tallgrass Energy L ,2020-02-27,Basic Materials,Oil & Gas Equipment & Services,6.27B,248.80M,0.80%,281.77M,174.62M,3.60%,1.36,22.16,29130000,21.16
2019-12-18,GEVO,Gevo Inc. ,2020-02-27,Basic Materials,Specialty Chemicals,23.80M,-28.90M,10.12%,14.78M,13.03M,1.72%,1.12,2.58,164880,12.17
2019-12-18,CLNE,Clean Energy Fuels ,2020-02-27,Utilities,Gas Utilities,518.59M,-13.80M,0.80%,209.11M,136.99M,1.07%,1.69,2.26,144940,13.0
2019-12-18,IMGN,Immunogen Inc. ,2020-02-27,Healthcare,Biotechnology,833.76M,-104.10M,0.10%,179.69M,172.18M,5.92%,2.71,4.6,1020000,18.25
2019-12-18,TGE,Tallgrass Energy L ,2020-02-27,Basic Materials,Oil & Gas Equipment & Services,6.27B,248.80M,0.80%,281.77M,174.62M,3.60%,1.36,22.16,29130000,21.16
2019-12-18,SYRS,Syros Pharmaceutic ,2020-02-27,Healthcare,Biotechnology,272.41M,-73.70M,1.30%,42.30M,38.28M,6.50%,6.13,5.14,106270,11.26
2019-12-18,SCS,Steelcase Inc. ,2020-02-27,Consumer Goods,Business Equipment,2.02B,152.70M,2.00%,118.20M,103.24M,3.16%,4.07,21.4,27730,12.16
2019-12-18,SLDB,Solid Biosciences ,2020-02-27,Healthcare,Drugs - Generic,136.77M,-107.30M,2.40%,46.84M,26.84M,12.87%,3.64,5.55,3170000,15.62
2019-12-19,SYRS,Syros Pharmaceutic ,2020-02-27,Healthcare,Biotechnology,272.41M,-73.70M,1.30%,42.30M,38.28M,6.50%,6.13,5.14,106270,11.26
2019-12-19,SCS,Steelcase Inc. ,2020-02-27,Consumer Goods,Business Equipment,2.02B,152.70M,2.00%,118.20M,103.24M,3.16%,4.07,21.4,27730,12.16
2019-12-19,SLDB,Solid Biosciences ,2020-02-27,Healthcare,Drugs - Generic,136.77M,-107.30M,2.40%,46.84M,26.84M,12.87%,3.64,5.55,3170000,15.62
2019-12-19,SYRS,Syros Pharmaceutic ,2020-02-27,Healthcare,Biotechnology,272.41M,-73.70M,1.30%,42.30M,38.28M,6.50%,6.13,5.14,106270,11.26
2019-12-19,SCS,Steelcase Inc. ,2020-02-27,Consumer Goods,Business Equipment,2.02B,152.70M,2.00%,118.20M,103.24M,3.16%,4.07,21.4,27730,12.16
2019-12-19,SLDB,Solid Biosciences ,2020-02-27,Healthcare,Drugs - Generic,136.77M,-107.30M,2.40%,46.84M,26.84M,12.87%,3.64,5.55,3170000,15.62
2019-12-18,PCG,Pacific Gas & Elec ,2019-10-25,Utilities,Electric Utilities,3.84B,-8742.00M,0.21%,533.99M,528.41M,8.34%,4.21,12.04,2390000,10.36
2019-12-18,ASLN,Aslan Pharmaceutic ,2019-12-02,Healthcare,Biotechnology,122.43M,-,-,32.05M,26.47M,0.05%,0.02,2.6,828990,11.59
2019-12-19,PCG,Pacific Gas & Elec ,2019-10-25,Utilities,Electric Utilities,3.84B,-8742.00M,0.21%,533.99M,528.41M,8.34%,4.21,12.04,2390000,10.36
2019-12-20,CBIO,Catalyst Bioscienc ,2020-02-27,Healthcare,Biotechnology,98.61M,-52.40M,0.30%,16.06M,15.70M,3.98%,0.98,6.26,495230,31.24
2019-12-19,ASLN,Aslan Pharmaceutic ,2019-12-02,Healthcare,Biotechnology,122.43M,-,-,32.05M,26.47M,0.05%,0.02,2.6,828990,11.59
2019-12-20,PRTK,Paratek Pharmaceut ,2020-02-27,Healthcare,Biotechnology,145.41M,-124.20M,3.90%,33.66M,32.22M,23.17%,6.07,4.29,2360000,45.42
2019-12-19,PCG,Pacific Gas & Elec ,2019-10-25,Utilities,Electric Utilities,3.84B,-8742.00M,0.21%,533.99M,528.41M,8.34%,4.21,12.04,2390000,10.36
2019-12-19,ASLN,Aslan Pharmaceutic ,2019-12-02,Healthcare,Biotechnology,122.43M,-,-,32.05M,26.47M,0.05%,0.02,2.6,828990,11.59
2019-12-20,RAD,Rite Aid Corporati ,2019-12-27,Services,Drug Stores,1.08B,-450.90M,2.40%,53.04M,52.83M,26.77%,3.51,10.97,1620000,31.85
2019-12-24,SDRL,Seadrill Limited ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,120.27M,-,27.54%,100.22M,62.86M,16.15%,8.58,2.09,287300,23.67
2019-12-20,CRCM,Care.com Inc. ,2019-12-20,Technology,Internet Information Providers,505.40M,-29.10M,4.60%,33.47M,31.22M,5.78%,4.15,15.03,758560,13.43
2019-12-20,TCON,Tracon Pharmaceuti ,2019-12-20,Healthcare,Biotechnology,7.49M,-26.50M,0.60%,3.01M,3.01M,0.59%,0.58,3.1,1050000,24.5
2019-12-21,CRCM,Care.com Inc. ,2019-12-20,Technology,Internet Information Providers,505.40M,-29.10M,4.60%,33.47M,31.22M,5.78%,4.15,15.03,758560,13.43
2019-12-21,TCON,Tracon Pharmaceuti ,2019-12-20,Healthcare,Biotechnology,7.49M,-26.50M,0.60%,3.01M,3.01M,0.59%,0.58,3.1,1050000,24.5
2019-12-23,CRCM,Care.com Inc. ,2019-12-20,Technology,Internet Information Providers,505.40M,-29.10M,4.60%,33.47M,31.22M,5.78%,4.15,15.03,758560,13.43
2019-12-23,TCON,Tracon Pharmaceuti ,2019-12-20,Healthcare,Biotechnology,7.49M,-26.50M,0.60%,3.01M,3.01M,0.59%,0.58,3.1,1050000,24.5
2019-12-24,SAVA,Cassava Sciences I ,2020-01-03,Healthcare,Biotechnology,165.61M,-3.80M,11.76%,17.16M,15.20M,11.09%,0.60,2.69,425420,19.56
2019-12-24,MBOT,Microbot Medical I ,2019-12-27,Healthcare,Medical Instruments & Supplies,48.51M,-7.50M,17.38%,4.37M,3.56M,1.95%,0.10,6.8,37930,19.3
2019-12-24,CBB,Cincinnati Bell In ,2019-12-27,Technology,Telecom Services - Domestic,514.64M,-86.40M,0.70%,48.92M,47.54M,18.68%,15.08,10.2,68860,32.12
2020-01-05,ACOR,Acorda Therapeutic ,2020-02-27,Healthcare,Biotechnology,65.49M,-273.00M,1.60%,49.61M,47.83M,30.48%,5.41,2.22,245190,13.27
2020-01-05,WLL,Whiting Petroleum ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,213.84M,110.30M,0.40%,94.62M,90.44M,34.57%,3.03,8.36,513660,15.63
2020-01-05,CANF,Can-fite Biopharma ,2020-02-27,Healthcare,Biotechnology,9.67M,-,2.47%,7.44M,2.71M,4.06%,0.16,3.81,318430,22.12
2020-01-05,CEI,Camber Energy Inc. ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,5.90M,-13.00M,9.99%,5.00M,4.50M,15.03%,0.27,2.43,1480000,42.94
2019-12-24,ITCI,Intra-cellular The ,2020-01-11,Healthcare,Biotechnology,1.52B,-147.90M,0.80%,58.72M,51.36M,25.03%,4.81,25.46,4510000,104.66
2020-01-05,ACOR,Acorda Therapeutic ,2020-02-27,Healthcare,Biotechnology,65.49M,-273.00M,1.60%,49.61M,47.83M,30.48%,5.41,2.22,245190,13.27
2020-01-05,WLL,Whiting Petroleum ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,213.84M,110.30M,0.40%,94.62M,90.44M,34.57%,3.03,8.36,513660,15.63
2020-01-05,CANF,Can-fite Biopharma ,2020-02-27,Healthcare,Biotechnology,9.67M,-,2.47%,7.44M,2.71M,4.06%,0.16,3.81,318430,22.12
2020-01-05,CEI,Camber Energy Inc. ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,5.90M,-13.00M,9.99%,5.00M,4.50M,15.03%,0.27,2.43,1480000,42.94
2020-01-05,BIMI,NF Energy Saving C ,2020-02-01,Industrial Goods,Diversified Machinery,46.26M,-16.30M,,9.29M,3.00M,5.00%,0.59,3.85,78140,12.24
2020-01-05,YUMA,Yuma Energy Inc. ,2020-01-03,Basic Materials,Independent Oil & Gas,6.28M,-25.60M,0.10%,1.59M,1.21M,5.10%,0.22,4.91,1360000,59.93
2020-01-05,BIMI,NF Energy Saving C ,2020-02-01,Industrial Goods,Diversified Machinery,46.26M,-16.30M,,9.29M,3.00M,5.00%,0.59,3.85,78140,12.24
2020-01-06,ACOR,Acorda Therapeutic ,2020-02-27,Healthcare,Biotechnology,65.49M,-273.00M,1.60%,49.61M,47.83M,30.48%,5.41,2.22,245190,13.27
2020-01-06,WLL,Whiting Petroleum ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,213.84M,110.30M,0.40%,94.62M,90.44M,34.57%,3.03,8.36,513660,15.63
2020-01-06,CANF,Can-fite Biopharma ,2020-02-27,Healthcare,Biotechnology,9.67M,-,2.47%,7.44M,2.71M,4.06%,0.16,3.81,318430,22.12
2020-01-05,YUMA,Yuma Energy Inc. ,2020-01-03,Basic Materials,Independent Oil & Gas,6.28M,-25.60M,0.10%,1.59M,1.21M,5.10%,0.22,4.91,1360000,59.93
